idx,program_id,record_id,tier,complexity,stage1_ok,stage2_source,stage3_ran,verdict,verdict_summary,syntax_ok,paragraph_score,identifier_score,judge_ran,judge_score,judge_detail
23,IC215A,IC215A,simple,2.15,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
24,SM401M,SM401M,simple,2.15,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
25,SQ303M,SQ303M,simple,2.15,True,rule-based,False,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
26,DB302M,DB302M,simple,2.15,True,rule-based,False,FAIL,1 check(s) failed: execution_match.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
27,DB303M,DB303M,simple,2.15,True,rule-based,False,FAIL,1 check(s) failed: execution_match.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
28,IC202A,IC202A,simple,2.15,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
29,IC111A,IC111A,simple,2.15,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
30,CM401M,CM401M,simple,2.40,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
31,IC204A,IC204A,simple,2.40,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
32,IC118M,IC118M,simple,2.40,True,rule-based,False,FAIL,1 check(s) failed: execution_match.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
33,IC109A,IC109A,simple,2.65,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
34,IC110A,IC110A,simple,2.65,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
35,IC107A,IC107A,simple,2.65,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
36,OBIC1A,OBIC1A,simple,2.90,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
37,IC117M,IC117M,simple,2.90,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
38,IC208A,IC208A,simple,3.15,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
39,IX401M,IX401M,simple,3.40,True,rule-based,False,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
40,SQ401M,SQ401M,simple,3.40,True,rule-based,False,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
41,RL401M,RL401M,simple,3.40,True,rule-based,False,FAIL,1 check(s) failed: body_non_trivial.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
42,IC401M,IC401M,simple,3.65,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
43,RL301M,RL301M,simple,5.90,True,rule-based,False,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
44,IX301M,IX301M,simple,5.90,True,rule-based,False,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
45,ST120A,ST120A,simple,6.40,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
46,ST116A,ST116A,simple,6.40,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
47,ST110A,ST110A,simple,6.40,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
48,ST113M,ST113M,simple,6.40,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
49,ST102A,ST102A,simple,6.40,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
50,ST123A,ST123A,simple,6.40,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
51,NC303M,NC303M,simple,6.65,True,rule-based,False,PASS,All 6 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
52,IC105A,IC105A,simple,6.90,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
53,IC113A,IC113A,simple,7.15,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
54,NC110M,NC110M,simple,7.15,True,rule-based,False,FAIL,1 check(s) failed: execution_match.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
55,NC302M,NC302M,simple,7.40,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
56,RW302M,RW302M,simple,7.90,True,rule-based,False,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
57,CM201M,CM201M,simple,7.90,True,rule-based,False,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
58,IC210A,IC210A,simple,7.90,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
59,RW301M,RW301M,simple,7.90,True,rule-based,False,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
60,ST301M,ST301M,simple,7.90,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
61,IC115A,IC115A,simple,8.15,True,rule-based,False,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
62,IC205A,IC205A,simple,8.40,True,rule-based,False,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
63,CM103M,CM103M,medium,12.15,True,rule-based,True,FAIL,1 check(s) failed: body_non_trivial.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
64,CM104M,CM104M,medium,12.15,True,rule-based,True,FAIL,1 check(s) failed: body_non_trivial.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
65,NC401M,NC401M,medium,12.65,True,rule-based,True,FAIL,1 check(s) failed: body_non_trivial.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
66,OBIC2A,OBIC2A,medium,13.40,True,rule-based,True,PASS,All 5 active check(s) passed.,True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
67,SM107A,SM107A,medium,15.40,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
68,ST109A,ST109A,medium,15.40,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
69,ST122A,ST122A,medium,15.40,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
70,NC113M,NC113M,medium,15.65,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
71,SQ210M,SQ210M,medium,15.65,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
72,SM203A,SM203A,medium,15.90,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
73,ST104A,ST104A,medium,16.15,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
74,SQ202A,SQ202A,medium,16.40,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
75,OBIC3A,OBIC3A,medium,16.40,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
76,SQ111A,SQ111A,medium,16.40,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
77,ST115A,ST115A,medium,16.40,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
78,SQ209M,SQ209M,medium,16.65,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
79,IC237A,IC237A,medium,16.65,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
80,IF107A,IF107A,medium,17.15,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
81,SQ154A,SQ154A,medium,17.15,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
82,IX101A,IX101A,medium,17.15,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
83,SQ155A,SQ155A,medium,17.15,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
84,SQ143A,SQ143A,medium,17.15,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
85,IC216A,IC216A,medium,17.15,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
86,NC127A,NC127A,medium,17.15,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
87,IX201A,IX201A,medium,17.15,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
88,SQ146A,SQ146A,medium,17.15,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
89,IF142A,IF142A,medium,17.15,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
90,SQ156A,SQ156A,medium,17.15,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
91,RL101A,RL101A,medium,17.15,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
92,ST117A,ST117A,medium,17.40,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
93,SM207A,SM207A,medium,17.40,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
94,ST106A,ST106A,medium,17.40,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
95,IC116M,IC116M,medium,17.40,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
96,NC214M,NC214M,medium,17.40,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
97,ST125A,ST125A,medium,17.40,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
98,SQ230A,SQ230A,medium,17.65,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
99,RL108A,RL108A,medium,17.65,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
100,RL201A,RL201A,medium,17.65,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
101,SQ149A,SQ149A,medium,17.65,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
102,SQ150A,SQ150A,medium,17.65,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
103,SQ130A,SQ130A,medium,17.65,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
104,SQ207M,SQ207M,medium,17.65,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
105,RL209A,RL209A,medium,17.65,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
106,RL212A,RL212A,medium,17.65,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
107,NC210A,NC210A,medium,17.90,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
108,SQ205A,SQ205A,medium,17.90,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
109,IC234A,IC234A,medium,18.00,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
110,IC213A,IC213A,medium,18.15,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
111,SQ115A,SQ115A,medium,18.40,True,rule-based,True,STRUCTURAL_PASS,"4 structural check(s) passed; behavioural checks skipped due to environment (python_smoke, execution_match, llm_judge).",True,1.0,1.0,False,,"skipped: openai: judge call failed (Error code: 429 - {'error': {'message': 'You exceeded your current quota, please che"
