idx,program_id,record_id,tier,complexity,stage1_ok,stage2_source,stage3_ran,verdict,verdict_summary,syntax_ok,paragraph_score,identifier_score,judge_ran,judge_score,judge_detail
27,IC216A,IC216A,medium,17.15,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.0,0.0,True,0.175,"[ollama] correctness=0.00, readability=0.30, pep8=0.40, pythonic=0.20, types=0.10"
28,ST117A,ST117A,medium,17.40,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.083,0.226,True,0.325,"[ollama] correctness=0.50, readability=0.30, pep8=0.40, pythonic=0.20, types=0.10"
29,SM207A,SM207A,medium,17.40,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.471,0.484,True,0.2,"[ollama] correctness=0.20, readability=0.30, pep8=0.40, pythonic=0.10, types=0.00"
30,SQ230A,SQ230A,medium,17.65,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.0,0.0,True,0.27,"[ollama] correctness=0.10, readability=0.20, pep8=0.30, pythonic=0.40, types=0.50"
31,NC210A,NC210A,medium,17.90,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, execution_match.",True,0.0,0.0,True,0.715,"[ollama] correctness=0.80, readability=0.60, pep8=0.70, pythonic=0.50, types=1.00"
32,SQ115A,SQ115A,medium,18.40,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.0,0.0,True,0.355,"[ollama] correctness=0.00, readability=0.30, pep8=0.70, pythonic=0.20, types=1.00"
33,SQ211A,SQ211A,medium,18.65,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.0,0.0,True,0.105,"[ollama] correctness=0.00, readability=0.20, pep8=0.30, pythonic=0.10, types=0.00"
34,IC112A,IC112A,medium,18.90,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.0,0.0,True,0.175,"[ollama] correctness=0.00, readability=0.30, pep8=0.40, pythonic=0.20, types=0.10"
35,OBSQ3A,OBSQ3A,medium,19.15,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.0,0.0,True,0.105,"[ollama] correctness=0.00, readability=0.20, pep8=0.30, pythonic=0.10, types=0.00"
36,RL210A,RL210A,medium,19.15,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.0,0.0,True,0.0,"[ollama] correctness=0.00, readability=0.00, pep8=0.00, pythonic=0.00, types=0.00"
37,SQ135A,SQ135A,medium,20.65,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.0,0.0,True,0.105,"[ollama] correctness=0.00, readability=0.20, pep8=0.30, pythonic=0.10, types=0.00"
38,SQ142A,SQ142A,medium,20.65,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.0,0.0,True,0.355,"[ollama] correctness=0.00, readability=0.30, pep8=0.70, pythonic=0.20, types=1.00"
39,SQ152A,SQ152A,medium,20.65,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.0,0.0,True,0.105,"[ollama] correctness=0.00, readability=0.20, pep8=0.30, pythonic=0.10, types=0.00"
40,SQ129A,SQ129A,medium,20.65,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.0,0.0,True,0.24,"[ollama] correctness=0.00, readability=0.20, pep8=0.30, pythonic=0.10, types=0.90"
41,SQ206A,SQ206A,medium,20.90,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.0,0.0,True,0.105,"[ollama] correctness=0.00, readability=0.20, pep8=0.30, pythonic=0.10, types=0.00"
42,SQ139A,SQ139A,medium,20.90,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.0,0.0,True,0.355,"[ollama] correctness=0.00, readability=0.30, pep8=0.70, pythonic=0.20, types=1.00"
43,SQ110M,SQ110M,medium,21.15,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.0,0.0,True,0.175,"[ollama] correctness=0.00, readability=0.30, pep8=0.40, pythonic=0.20, types=0.10"
44,SM102A,SM102A,medium,21.40,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.0,0.0,True,0.055,"[ollama] correctness=0.00, readability=0.20, pep8=0.10, pythonic=0.00, types=0.00"
45,SQ138A,SQ138A,medium,21.65,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.026,0.464,True,0.56,"[ollama] correctness=0.80, readability=0.60, pep8=0.50, pythonic=0.40, types=0.30"
46,SQ144A,SQ144A,medium,21.65,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.0,0.0,True,0.175,"[ollama] correctness=0.00, readability=0.30, pep8=0.40, pythonic=0.20, types=0.10"
47,RL118A,RL118A,medium,21.90,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.0,0.0,True,0.415,"[ollama] correctness=0.00, readability=0.50, pep8=0.70, pythonic=0.30, types=1.00"
48,RL211A,RL211A,medium,22.15,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.0,0.0,True,0.175,"[ollama] correctness=0.00, readability=0.30, pep8=0.40, pythonic=0.20, types=0.10"
49,IX120A,IX120A,medium,22.15,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.0,0.0,True,0.175,"[ollama] correctness=0.00, readability=0.30, pep8=0.40, pythonic=0.20, types=0.10"
50,RL119A,RL119A,medium,22.15,True,neural,True,FAIL,"4 check(s) failed: paragraph_coverage, identifier_coverage, body_non_trivial, llm_judge.",True,0.0,0.0,True,0.17,"[ollama] correctness=0.00, readability=0.10, pep8=0.20, pythonic=0.30, types=0.40"
