idx,program_id,record_id,tier,complexity,stage1_ok,stage2_source,stage3_ran,verdict,verdict_summary,syntax_ok,paragraph_score,identifier_score,judge_ran,judge_score,judge_detail
49,ST102A,ST102A,simple,6.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
50,ST123A,ST123A,simple,6.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
51,NC303M,NC303M,simple,6.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
52,IC105A,IC105A,simple,6.90,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
53,IC113A,IC113A,simple,7.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
54,NC110M,NC110M,simple,7.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
55,NC302M,NC302M,simple,7.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
56,RW302M,RW302M,simple,7.90,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
57,CM201M,CM201M,simple,7.90,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
58,IC210A,IC210A,simple,7.90,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
59,RW301M,RW301M,simple,7.90,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
60,ST301M,ST301M,simple,7.90,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
61,IC115A,IC115A,simple,8.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
62,IC205A,IC205A,simple,8.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
63,CM103M,CM103M,medium,12.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
64,CM104M,CM104M,medium,12.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
65,NC401M,NC401M,medium,12.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
66,OBIC2A,OBIC2A,medium,13.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
67,SM107A,SM107A,medium,15.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
68,ST109A,ST109A,medium,15.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
69,ST122A,ST122A,medium,15.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
70,NC113M,NC113M,medium,15.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
71,SQ210M,SQ210M,medium,15.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
72,SM203A,SM203A,medium,15.90,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
73,ST104A,ST104A,medium,16.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
74,SQ202A,SQ202A,medium,16.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
75,OBIC3A,OBIC3A,medium,16.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
76,SQ111A,SQ111A,medium,16.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
77,ST115A,ST115A,medium,16.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
78,SQ209M,SQ209M,medium,16.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
79,IC237A,IC237A,medium,16.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
80,IF107A,IF107A,medium,17.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
81,SQ154A,SQ154A,medium,17.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
82,IX101A,IX101A,medium,17.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
83,SQ155A,SQ155A,medium,17.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
84,SQ143A,SQ143A,medium,17.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
85,IC216A,IC216A,medium,17.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
86,NC127A,NC127A,medium,17.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
87,IX201A,IX201A,medium,17.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
88,SQ146A,SQ146A,medium,17.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
89,IF142A,IF142A,medium,17.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
90,SQ156A,SQ156A,medium,17.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
91,RL101A,RL101A,medium,17.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
92,ST117A,ST117A,medium,17.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
93,SM207A,SM207A,medium,17.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
94,ST106A,ST106A,medium,17.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
95,IC116M,IC116M,medium,17.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
96,NC214M,NC214M,medium,17.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
97,ST125A,ST125A,medium,17.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
98,SQ230A,SQ230A,medium,17.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
99,RL108A,RL108A,medium,17.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
100,RL201A,RL201A,medium,17.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
101,SQ149A,SQ149A,medium,17.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
102,SQ150A,SQ150A,medium,17.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
103,SQ130A,SQ130A,medium,17.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
104,SQ207M,SQ207M,medium,17.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
105,RL209A,RL209A,medium,17.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
106,RL212A,RL212A,medium,17.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
107,NC210A,NC210A,medium,17.90,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
108,SQ205A,SQ205A,medium,17.90,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
109,IC234A,IC234A,medium,18.00,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
110,IC213A,IC213A,medium,18.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
111,SQ115A,SQ115A,medium,18.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
112,OBSQ4A,OBSQ4A,medium,18.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
113,IX111A,IX111A,medium,18.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
114,SQ211A,SQ211A,medium,18.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
115,IC114A,IC114A,medium,18.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
116,IC209A,IC209A,medium,18.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
117,SQ131A,SQ131A,medium,18.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
118,RL213A,RL213A,medium,18.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
119,IC112A,IC112A,medium,18.90,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
120,SQ121A,SQ121A,medium,18.90,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
121,SQ224A,SQ224A,medium,18.90,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
122,SQ204A,SQ204A,medium,18.90,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
123,OBSQ3A,OBSQ3A,medium,19.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
124,RL210A,RL210A,medium,19.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
125,IX110A,IX110A,medium,19.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
126,OBSQ5A,OBSQ5A,medium,19.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
127,RW102A,RW102A,medium,19.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
128,SQ203A,SQ203A,medium,19.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
129,IC233A,IC233A,medium,19.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
130,IC226A,IC226A,medium,20.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
131,IC228A,IC228A,medium,20.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
132,SQ132A,SQ132A,medium,20.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
133,IX218A,IX218A,medium,20.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
134,SQ153A,SQ153A,medium,20.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
135,IC101A,IC101A,medium,20.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
136,SQ151A,SQ151A,medium,20.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
137,RL116A,RL116A,medium,20.40,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
138,SQ135A,SQ135A,medium,20.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
139,SQ142A,SQ142A,medium,20.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
140,SQ152A,SQ152A,medium,20.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
141,SQ129A,SQ129A,medium,20.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
142,SQ128A,SQ128A,medium,20.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
143,SQ141A,SQ141A,medium,20.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
144,SQ229A,SQ229A,medium,20.65,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
145,SQ206A,SQ206A,medium,20.90,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
146,SQ139A,SQ139A,medium,20.90,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
147,SQ125A,SQ125A,medium,20.90,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
148,SQ147A,SQ147A,medium,20.90,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
149,SQ140A,SQ140A,medium,20.90,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
150,SQ110M,SQ110M,medium,21.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
151,IX217A,IX217A,medium,21.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
152,SQ127A,SQ127A,medium,21.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
153,SQ109M,SQ109M,medium,21.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
154,SQ117A,SQ117A,medium,21.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
155,NC136A,NC136A,medium,21.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
156,OBSQ1A,OBSQ1A,medium,21.15,True,rule-based,False,INCONCLUSIVE,"4 structural check(s) passed, but no behavioural signal (execution_match / llm_judge) was available.",True,1.0,1.0,,,
