idx,program_id,record_id,tier,complexity,stage1_ok,stage2_source,stage3_ran,verdict,verdict_summary,syntax_ok,paragraph_score,identifier_score,judge_ran,judge_score,judge_detail
11,RL301M,RL301M,simple,5.90,True,rule-based,True,PASS,All 6 active check(s) passed.,True,1.0,1.0,True,0.7,"[ollama] correctness=0.80, readability=0.60, pep8=0.70, pythonic=0.50, types=0.90"
12,ST120A,ST120A,simple,6.40,True,rule-based,True,FAIL,1 check(s) failed: llm_judge.,True,1.0,1.0,True,0.275,"[ollama] correctness=0.20, readability=0.30, pep8=0.40, pythonic=0.10, types=0.50"
13,ST116A,ST116A,simple,6.40,True,rule-based,True,FAIL,1 check(s) failed: llm_judge.,True,1.0,1.0,True,0.275,"[ollama] correctness=0.20, readability=0.30, pep8=0.40, pythonic=0.10, types=0.50"
14,ST110A,ST110A,simple,6.40,True,rule-based,True,FAIL,1 check(s) failed: llm_judge.,True,1.0,1.0,True,0.275,"[ollama] correctness=0.20, readability=0.30, pep8=0.40, pythonic=0.10, types=0.50"
15,ST113M,ST113M,simple,6.40,True,rule-based,True,FAIL,1 check(s) failed: llm_judge.,True,1.0,1.0,True,0.275,"[ollama] correctness=0.20, readability=0.30, pep8=0.40, pythonic=0.10, types=0.50"
16,IC105A,IC105A,simple,6.90,True,rule-based,True,PASS,All 6 active check(s) passed.,True,0.9,1.0,True,0.715,"[ollama] correctness=0.80, readability=0.60, pep8=0.70, pythonic=0.50, types=1.00"
17,IC113A,IC113A,simple,7.15,True,rule-based,True,PASS,All 6 active check(s) passed.,True,1.0,1.0,True,0.715,"[ollama] correctness=0.80, readability=0.60, pep8=0.70, pythonic=0.50, types=1.00"
18,RW302M,RW302M,simple,7.90,True,rule-based,True,FAIL,1 check(s) failed: llm_judge.,True,1.0,1.0,True,0.415,"[ollama] correctness=0.50, readability=0.30, pep8=0.40, pythonic=0.20, types=0.70"
19,CM103M,CM103M,medium,12.15,True,rule-based,True,FAIL,1 check(s) failed: llm_judge.,True,1.0,1.0,True,0.415,"[ollama] correctness=0.50, readability=0.30, pep8=0.40, pythonic=0.20, types=0.70"
20,SQ209M,SQ209M,medium,16.65,True,rule-based,True,FAIL,1 check(s) failed: llm_judge.,True,1.0,1.0,True,0.395,"[ollama] correctness=0.50, readability=0.30, pep8=0.20, pythonic=0.10, types=0.90"
21,IC237A,IC237A,medium,16.65,True,rule-based,True,FAIL,"2 check(s) failed: execution_match, llm_judge.",True,1.0,1.0,True,0.395,"[ollama] correctness=0.50, readability=0.30, pep8=0.20, pythonic=0.10, types=0.90"
22,IF107A,IF107A,medium,17.15,True,rule-based,True,FAIL,"2 check(s) failed: execution_match, llm_judge.",True,1.0,1.0,True,0.395,"[ollama] correctness=0.50, readability=0.30, pep8=0.20, pythonic=0.10, types=0.90"
23,SQ154A,SQ154A,medium,17.15,True,rule-based,True,FAIL,1 check(s) failed: llm_judge.,True,1.0,1.0,True,0.675,"[ollama] correctness=0.80, readability=0.50, pep8=0.70, pythonic=0.40, types=1.00"
24,IX101A,IX101A,medium,17.15,True,rule-based,True,FAIL,1 check(s) failed: llm_judge.,True,1.0,1.0,True,0.335,"[ollama] correctness=0.20, readability=0.30, pep8=0.40, pythonic=0.10, types=0.90"
25,SQ155A,SQ155A,medium,17.15,True,rule-based,True,FAIL,1 check(s) failed: python_smoke.,True,1.0,1.0,True,0.715,"[ollama] correctness=0.80, readability=0.60, pep8=0.70, pythonic=0.50, types=1.00"
26,SQ143A,SQ143A,medium,17.15,True,rule-based,True,FAIL,1 check(s) failed: python_smoke.,True,1.0,1.0,True,0.715,"[ollama] correctness=0.80, readability=0.60, pep8=0.70, pythonic=0.50, types=1.00"
27,IC216A,IC216A,medium,17.15,True,rule-based,True,PASS,All 6 active check(s) passed.,True,1.0,1.0,True,0.7,"[ollama] correctness=0.80, readability=0.60, pep8=0.70, pythonic=0.50, types=0.90"
28,ST117A,ST117A,medium,17.40,True,rule-based,True,FAIL,1 check(s) failed: llm_judge.,True,1.0,1.0,True,0.395,"[ollama] correctness=0.50, readability=0.30, pep8=0.20, pythonic=0.10, types=0.90"
29,SM207A,SM207A,medium,17.40,True,rule-based,True,FAIL,1 check(s) failed: llm_judge.,True,1.0,1.0,True,0.66,"[ollama] correctness=0.80, readability=0.50, pep8=0.70, pythonic=0.40, types=0.90"
30,SQ230A,SQ230A,medium,17.65,True,rule-based,True,PASS,All 5 active check(s) passed.,True,1.0,1.0,True,0.715,"[ollama] correctness=0.80, readability=0.60, pep8=0.70, pythonic=0.50, types=1.00"
31,NC210A,NC210A,medium,17.90,True,rule-based,True,FAIL,"2 check(s) failed: execution_match, llm_judge.",True,1.0,1.0,True,0.65,"[ollama] correctness=0.80, readability=0.60, pep8=0.50, pythonic=0.40, types=0.90"
32,SQ115A,SQ115A,medium,18.40,True,rule-based,True,PASS,All 5 active check(s) passed.,True,1.0,1.0,True,0.715,"[ollama] correctness=0.80, readability=0.60, pep8=0.70, pythonic=0.50, types=1.00"
33,SQ211A,SQ211A,medium,18.65,True,rule-based,True,FAIL,1 check(s) failed: python_smoke.,True,1.0,1.0,True,0.715,"[ollama] correctness=0.80, readability=0.60, pep8=0.70, pythonic=0.50, types=1.00"
34,IC112A,IC112A,medium,18.90,True,rule-based,True,PASS,All 5 active check(s) passed.,True,1.0,1.0,True,0.715,"[ollama] correctness=0.80, readability=0.60, pep8=0.70, pythonic=0.50, types=1.00"
35,OBSQ3A,OBSQ3A,medium,19.15,True,rule-based,True,FAIL,"3 check(s) failed: body_non_trivial, python_smoke, execution_match.",True,1.0,1.0,True,0.7,"[ollama] correctness=0.80, readability=0.60, pep8=0.70, pythonic=0.50, types=0.90"
36,RL210A,RL210A,medium,19.15,True,rule-based,True,FAIL,1 check(s) failed: llm_judge.,True,1.0,1.0,True,0.675,"[ollama] correctness=0.80, readability=0.50, pep8=0.70, pythonic=0.40, types=1.00"
37,SQ135A,SQ135A,medium,20.65,True,rule-based,True,FAIL,1 check(s) failed: llm_judge.,True,1.0,1.0,True,0.62,"[ollama] correctness=0.80, readability=0.60, pep8=0.50, pythonic=0.40, types=0.70"
38,SQ142A,SQ142A,medium,20.65,True,rule-based,True,FAIL,1 check(s) failed: llm_judge.,True,1.0,1.0,True,0.395,"[ollama] correctness=0.50, readability=0.30, pep8=0.20, pythonic=0.10, types=0.90"
39,SQ152A,SQ152A,medium,20.65,True,rule-based,True,PASS,All 6 active check(s) passed.,True,1.0,1.0,True,0.715,"[ollama] correctness=0.80, readability=0.60, pep8=0.70, pythonic=0.50, types=1.00"
40,SQ129A,SQ129A,medium,20.65,True,rule-based,True,FAIL,1 check(s) failed: llm_judge.,True,1.0,1.0,True,0.395,"[ollama] correctness=0.50, readability=0.30, pep8=0.20, pythonic=0.10, types=0.90"
41,SQ206A,SQ206A,medium,20.90,True,rule-based,True,PASS,All 5 active check(s) passed.,True,0.932,1.0,True,0.7,"[ollama] correctness=0.80, readability=0.60, pep8=0.70, pythonic=0.50, types=0.90"
42,SQ139A,SQ139A,medium,20.90,True,rule-based,True,FAIL,1 check(s) failed: llm_judge.,True,1.0,1.0,True,0.395,"[ollama] correctness=0.50, readability=0.30, pep8=0.20, pythonic=0.10, types=0.90"
43,SQ110M,SQ110M,medium,21.15,True,rule-based,True,PASS,All 5 active check(s) passed.,True,1.0,1.0,True,0.715,"[ollama] correctness=0.80, readability=0.60, pep8=0.70, pythonic=0.50, types=1.00"
44,SM102A,SM102A,medium,21.40,True,rule-based,True,PASS,All 5 active check(s) passed.,True,1.0,1.0,True,0.7,"[ollama] correctness=0.80, readability=0.60, pep8=0.70, pythonic=0.50, types=0.90"
45,SQ138A,SQ138A,medium,21.65,True,rule-based,True,FAIL,1 check(s) failed: llm_judge.,True,1.0,1.0,True,0.29,"[ollama] correctness=0.20, readability=0.30, pep8=0.10, pythonic=0.10, types=0.90"
46,SQ144A,SQ144A,medium,21.65,True,rule-based,True,FAIL,1 check(s) failed: llm_judge.,True,1.0,1.0,True,0.215,"[ollama] correctness=0.20, readability=0.30, pep8=0.10, pythonic=0.10, types=0.40"
47,RL118A,RL118A,medium,21.90,True,rule-based,True,FAIL,1 check(s) failed: llm_judge.,True,1.0,0.812,True,0.275,"[ollama] correctness=0.20, readability=0.30, pep8=0.40, pythonic=0.10, types=0.50"
48,RL211A,RL211A,medium,22.15,True,rule-based,True,FAIL,"2 check(s) failed: body_non_trivial, llm_judge.",True,1.0,1.0,True,0.32,"[ollama] correctness=0.50, readability=0.30, pep8=0.20, pythonic=0.10, types=0.40"
49,IX120A,IX120A,medium,22.15,True,rule-based,True,FAIL,1 check(s) failed: llm_judge.,True,1.0,1.0,True,0.335,"[ollama] correctness=0.20, readability=0.30, pep8=0.40, pythonic=0.10, types=0.90"
50,RL119A,RL119A,medium,22.15,True,rule-based,True,PASS,All 6 active check(s) passed.,True,1.0,1.0,True,0.7,"[ollama] correctness=0.80, readability=0.60, pep8=0.70, pythonic=0.50, types=0.90"
